gene1	gene2	jaccard	n_loss_gene1	n_loss_gene2
OR1F1	IKZF3	0.642857	24	22
ZNF292	ZNF319	0.642857	11	12
ZNF292	DOK1	0.642857	11	12
ZNF292	ASB8	0.642857	11	12
OR4F17	ENAM	0.642857	21	25
OR4F17	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
XRRA1	OR4K15	0.642857	25	21
XRRA1	OR4K2	0.642857	25	21
NBPF11	RFPL1	0.642857	23	23
SPIC	FAM83B	0.642857	24	22
ZSCAN21	uncharacterized protein LOC105379356 isoform X1	0.642857	23	23
NTNG1	ZAR1L	0.642857	20	26
NTNG1	ZAR1	0.642857	20	26
NTNG2	ZAR1L	0.642857	20	26
NTNG2	ZAR1	0.642857	20	26
ZNF292	SH2D1A	0.642857	11	12
ZNF292	SH2D1B	0.642857	11	12
XRRA1	OR4F4	0.642857	25	21
NBPF7P	PRR3	0.642857	23	23
RFPL4B	GUSBP1	0.642857	23	23
OR4K2	ENAM	0.642857	21	25
OR13G1	IKZF3	0.642857	24	22
BORA	ASB8	0.642857	11	12
NBPF3	RFPL4A	0.642857	23	23
NBPF3	RFPL4AL1	0.642857	23	23
OR4F3	ENAM	0.642857	21	25
OR4F16	ENAM	0.642857	21	25
ASB9	RTL8A	0.642857	19	27
XRRA1	OR4K14	0.642857	25	21
XRRA1	OR4K13	0.642857	25	21
NBPF15	FNDC8	0.642857	23	23
XRRA1	OR4F15	0.642857	25	21
XRRA1	OR4F29	0.642857	25	21
XRRA1	OR4F3	0.642857	25	21
XRRA1	OR4F16	0.642857	25	21
RFPL3	ZNF202	0.642857	23	23
NBPF26	RFPL4B	0.642857	23	23
LRP12	basic proline-rich protein-like	0.642857	22	24
NBPF1	PLGLB1	0.642857	23	23
NBPF1	PLGLB2	0.642857	23	23
NBPF1	PRR3	0.642857	23	23
NBPF1	FNDC8	0.642857	23	23
NSMF	SRGAP2C	0.642857	10	13
TRIM17	tripartite motif-containing protein 54-like isoform X1	0.642857	22	24
TRIM52	putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323 isoform X1, partial	0.642857	22	24
TRIM52	basic proline-rich protein-like	0.642857	22	24
LRP12	putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323 isoform X1, partial	0.642857	22	24
NBPF26	RFPL2	0.642857	23	23
NBPF26	RFPL4AL1	0.642857	23	23
NBPF26	RFPL1	0.642857	23	23
NBPF19	FNDC8	0.642857	23	23
OR4F15	ENAM	0.642857	21	25
OR4K14	ENAM	0.642857	21	25
CT45A3	MR1	0.642857	21	25
IKZF3	uncharacterized protein LOC100287896	0.642857	22	24
IKZF3	CENPBD1P	0.642857	22	24
LRP10	ZNF555	0.642857	22	24
TRIM41	putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323	0.642857	22	24
OR1S1	IKZF3	0.642857	24	22
OR7A5	IKZF3	0.642857	24	22
TRIM17	E3 ubiquitin-protein ligase TRIM22-like isoform X2	0.642857	22	24
NBPF26	PLGLB1	0.642857	23	23
NBPF26	PLGLB2	0.642857	23	23
NBPF26	PRR3	0.642857	23	23
NBPF26	FNDC8	0.642857	23	23
LRP12	ZNF57	0.642857	22	24
TRIM68	tripartite motif-containing protein 54-like isoform X1	0.642857	22	24
LRP10	ZNF556	0.642857	22	24
LRP10	ZNF57	0.642857	22	24
SHLD2	DOK1	0.642857	11	12
SHLD2	CEP72	0.642857	11	12
SHLD2	SH2D1A	0.642857	11	12
SHLD2	SH2D1B	0.642857	11	12
RREB1	SH2D7	0.642857	10	13
LRP12	putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323	0.642857	22	24
SAFB	FLG	0.642857	25	21
STXBP6	DALRD3	0.642857	12	11
OR4K1	ENAM	0.642857	21	25
OR10A7	IKZF3	0.642857	24	22
SLA2	PIGBOS1	0.642857	10	13
OR7C2	IKZF3	0.642857	24	22
TRIM11	tripartite motif-containing protein 54-like isoform X1	0.642857	22	24
TRIM11	E3 ubiquitin-protein ligase TRIM22-like isoform X2	0.642857	22	24
SAFB2	MUC12	0.642857	25	21
SAFB	MUC12	0.642857	25	21
OR14C36	IKZF3	0.642857	24	22
ZBTB9	ZNF652	0.642857	24	22
ZBTB9	ZBTB47	0.642857	24	22
NPIPB4	ENAM	0.642857	21	25
OR1N2	IKZF3	0.642857	24	22
IGLL1	ZNF22	0.642857	24	22
SAFB2	OR4F15	0.642857	25	21
OR4F5	ENAM	0.642857	21	25
SAFB2	FAM90A1	0.642857	25	21
SAFB2	coiled-coil domain-containing protein 144B-like	0.642857	25	21
ZBTB9	IKZF3	0.642857	24	22
TRIM58	E3 ubiquitin-protein ligase TRIM22-like isoform X2	0.642857	22	24
TRIM68	E3 ubiquitin-protein ligase TRIM22-like isoform X2	0.642857	22	24
CT45A3	ENAM	0.642857	21	25
CT45A3	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
OR4F5	MR1	0.642857	21	25
OR4K14	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
OR7A10	IKZF3	0.642857	24	22
ZBTB9	TRIM32	0.642857	24	22
ZBTB9	NHLRC4	0.642857	24	22
OR4L1	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
OR4F4	ENAM	0.642857	21	25
OR4F4	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
SAFB2	OR4K1	0.642857	25	21
SAFB2	OR4F4	0.642857	25	21
SAFB2	OR4K14	0.642857	25	21
SAFB2	OR4K13	0.642857	25	21
SAFB2	OR4K17	0.642857	25	21
SAFB2	putative NPIP-like protein LOC729978 isoform X1	0.642857	25	21
XRRA1	OR4F21	0.642857	25	21
ACSS1	ATP5F1B	0.642857	10	13
ACSM2B	ATP5F1B	0.642857	10	13
ACSM4	ATP5F1B	0.642857	10	13
ACSS2	ATP5F1B	0.642857	10	13
ZDHHC21	CD180	0.642857	24	22
XRRA1	OR4K17	0.642857	25	21
XRRA1	OR4L1	0.642857	25	21
XRRA1	OR4F17	0.642857	25	21
XRRA1	MUC12	0.642857	25	21
ACSM1	ATP5F1B	0.642857	10	13
XRRA1	NPIPB2	0.642857	25	21
XRRA1	NPIPB4	0.642857	25	21
OR4K1	MR1	0.642857	21	25
CT45A5	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
ZDHHC21	RAG1	0.642857	24	22
PLEKHO2	PVALB	0.642857	24	22
ZFY	BCL6	0.642857	25	21
OR1D2	IKZF3	0.642857	24	22
OR4K13	MR1	0.642857	21	25
OR4L1	MR1	0.642857	21	25
NBPF14	RFPL1	0.642857	23	23
TRIM58	tripartite motif-containing protein 54-like isoform X1	0.642857	22	24
NPIPB2	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
NPIPB4	MR1	0.642857	21	25
PRMT9	LYPD2	0.642857	25	21
PRMT9	SLURP1	0.642857	25	21
ZDHHC21	TRIM17	0.642857	24	22
ACSS3	ATP5F1B	0.642857	10	13
ACSM3	ATP5F1B	0.642857	10	13
uncharacterized protein LOC100287896	PVALB	0.642857	24	22
OR4L1	ENAM	0.642857	21	25
small integral membrane protein 30-like	RASGRP4	0.642857	21	25
LRP10	ZNF77	0.642857	22	24
NBPF1	RFPL4A	0.642857	23	23
NBPF1	RFPL4AL1	0.642857	23	23
NBPF11	PLGLB2	0.642857	23	23
NBPF11	PRR3	0.642857	23	23
ACSM5	ATP5F1B	0.642857	10	13
TRIM52	DNA-directed RNA polymerase II subunit RPB1-like	0.642857	22	24
PVALB	basic proline-rich protein-like	0.642857	22	24
MUC12	endogenous retrovirus group K member 8 Gag polyprotein-like	0.642857	21	25
