gene1	gene2	jaccard	n_loss_gene1	n_loss_gene2
SYTL2	PLEKHO2	0.814815	25	24
NBPF19	uncharacterized protein LOC112268349	0.814815	23	26
NBPF19	uncharacterized protein LOC112268350	0.814815	23	26
NBPF26	uncharacterized protein LOC112268350	0.814815	23	26
NBPF3	uncharacterized protein LOC112268350	0.814815	23	26
NBPF3	uncharacterized protein LOC112268349	0.814815	23	26
HMGXB3	PLEKHO2	0.814815	25	24
NBPF8	uncharacterized protein LOC112268350	0.814815	23	26
NBPF8	uncharacterized protein LOC112268349	0.814815	23	26
NBPF15	uncharacterized protein LOC112268350	0.814815	23	26
NBPF26	uncharacterized protein LOC112268349	0.814815	23	26
NBPF11	uncharacterized protein LOC112268349	0.814815	23	26
NBPF12	uncharacterized protein LOC112268349	0.814815	23	26
NBPF1	uncharacterized protein LOC112268350	0.814815	23	26
SLC4A9	PHLDA3	0.814815	26	23
SLC4A9	PHLDA1	0.814815	26	23
NBPF14	uncharacterized protein LOC112268350	0.814815	23	26
NBPF15	uncharacterized protein LOC112268349	0.814815	23	26
SLC4A9	PHLDA2	0.814815	26	23
NBPF10	uncharacterized protein LOC112268350	0.814815	23	26
NBPF11	uncharacterized protein LOC112268350	0.814815	23	26
NBPF10	uncharacterized protein LOC112268349	0.814815	23	26
uncharacterized protein LOC112268350	GUSBP1	0.814815	26	23
RASGRP2	ARMC10	0.8125	15	14
ZNF70	ZG16	0.8125	31	27
PRSS45P	ZG16B	0.8125	31	27
ZNF572	ZG16B	0.8125	31	27
PRSS45P	ZG16	0.8125	31	27
ZNF70	ZG16B	0.8125	31	27
RASGRP2	TNFRSF4	0.8125	15	14
ZNF572	ZG16	0.8125	31	27
OR5J2	OR4F16	0.809524	17	21
OR2W1	OR4K3	0.809524	17	21
OR2H1	putative protein FAM90A15P	0.809524	17	21
OR2W1	OR4K2	0.809524	17	21
OR2H1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5AL1	CT45A5	0.809524	17	21
OR5J2	OR4F3	0.809524	17	21
OR6P1	CT45A2	0.809524	17	21
OR6P1	CT45A7	0.809524	17	21
OR6P1	CT45A9	0.809524	17	21
OR6P1	CT45A8	0.809524	17	21
OR2J2	CT45A9	0.809524	17	21
OR5J2	OR4F21	0.809524	17	21
OR6P1	CT45A6	0.809524	17	21
OR6P1	CT45A3	0.809524	17	21
OR5J2	NPIPB2	0.809524	17	21
OR2J2	CT45A7	0.809524	17	21
OR5J2	NPIPB4	0.809524	17	21
OR2J2	CT45A2	0.809524	17	21
OR2J2	OR4K1	0.809524	17	21
OR5J2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2J2	CT45A1	0.809524	17	21
OR2H1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2H1	NPIPB4	0.809524	17	21
OR2H1	NPIPB2	0.809524	17	21
OR6C6	FAM90A1	0.809524	17	21
OR6C6	FLG	0.809524	17	21
OR6C6	MUC12	0.809524	17	21
OR2W1	OR4F3	0.809524	17	21
OR2W1	OR4F29	0.809524	17	21
OR2J2	putative protein FAM90A15P	0.809524	17	21
OR2J2	CT45A5	0.809524	17	21
OR5J2	MUC12	0.809524	17	21
OR2J2	CT45A3	0.809524	17	21
OR5J2	FLG	0.809524	17	21
OR5J2	FAM90A1	0.809524	17	21
OR5J2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR5J2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5J2	putative protein FAM90A15P	0.809524	17	21
OR2J2	CT45A6	0.809524	17	21
OR2W1	OR4F15	0.809524	17	21
OR2J2	CT45A8	0.809524	17	21
OR8U9	CT45A1	0.809524	17	21
OR2W1	CT45A7	0.809524	17	21
OR2W1	CT45A9	0.809524	17	21
OR6J1	CT45A6	0.809524	17	21
OR6J1	CT45A8	0.809524	17	21
OR6J1	CT45A9	0.809524	17	21
OR6J1	CT45A7	0.809524	17	21
OR6J1	CT45A2	0.809524	17	21
OR6J1	CT45A5	0.809524	17	21
OR6J1	CT45A1	0.809524	17	21
OR2W1	CT45A8	0.809524	17	21
OR2W1	CT45A2	0.809524	17	21
OR8U9	CT45A3	0.809524	17	21
OR8U9	CT45A6	0.809524	17	21
OR6C6	OR4K5	0.809524	17	21
OR8U9	CT45A8	0.809524	17	21
OR8U9	CT45A9	0.809524	17	21
OR2W1	CT45A6	0.809524	17	21
OR8U9	CT45A7	0.809524	17	21
OR8U9	CT45A2	0.809524	17	21
OR6J1	CT45A3	0.809524	17	21
OR6C6	OR4K3	0.809524	17	21
OR2J2	OR4F4	0.809524	17	21
OR6C6	OR4K17	0.809524	17	21
OR2W1	OR4K15	0.809524	17	21
OR11G2	CT45A3	0.809524	17	21
OR6C6	OR4K13	0.809524	17	21
OR11G2	CT45A1	0.809524	17	21
OR5AL1	CT45A2	0.809524	17	21
OR5AL1	CT45A7	0.809524	17	21
OR6C6	OR4K14	0.809524	17	21
OR6C6	OR4F15	0.809524	17	21
OR2H1	MUC12	0.809524	17	21
OR6C6	OR4K2	0.809524	17	21
OR11G2	CT45A5	0.809524	17	21
OR6C6	OR4K15	0.809524	17	21
OR6C6	OR4F5	0.809524	17	21
OR5AL1	CT45A9	0.809524	17	21
OR2W1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2W1	NPIPB4	0.809524	17	21
OR2W1	NPIPB2	0.809524	17	21
OR2W1	CT45A5	0.809524	17	21
OR2H1	OR4L1	0.809524	17	21
OR5AL1	putative protein FAM90A15P	0.809524	17	21
OR10C1	OR4K17	0.809524	17	21
OR10C1	OR4K13	0.809524	17	21
OR10C1	OR4K14	0.809524	17	21
OR6K3	CT45A6	0.809524	17	21
OR6K3	CT45A3	0.809524	17	21
OR6K3	CT45A1	0.809524	17	21
OR6K3	CT45A5	0.809524	17	21
OR10C1	OR4F4	0.809524	17	21
OR10C1	OR4K1	0.809524	17	21
OR5AL1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR11G2	CT45A2	0.809524	17	21
OR11G2	CT45A7	0.809524	17	21
OR11G2	CT45A9	0.809524	17	21
OR10C1	OR4F15	0.809524	17	21
OR10C1	OR4K3	0.809524	17	21
OR10C1	OR4K2	0.809524	17	21
OR10C1	OR4K15	0.809524	17	21
OR5J2	OR4K13	0.809524	17	21
OR6P1	OR4K15	0.809524	17	21
OR5J2	OR4F15	0.809524	17	21
OR2C3	CT45A5	0.809524	17	21
OR6K3	CT45A2	0.809524	17	21
OR6K3	CT45A7	0.809524	17	21
OR6K3	CT45A9	0.809524	17	21
OR2H1	OR4F5	0.809524	17	21
OR6C6	OR4F3	0.809524	17	21
OR5J2	OR4F5	0.809524	17	21
OR5J2	OR4K15	0.809524	17	21
OR5J2	OR4K2	0.809524	17	21
OR5J2	OR4K3	0.809524	17	21
OR6C6	putative protein FAM90A15P	0.809524	17	21
OR5J2	OR4F29	0.809524	17	21
OR2H1	OR4K5	0.809524	17	21
OR5J2	OR4K1	0.809524	17	21
OR6C6	OR4F29	0.809524	17	21
OR2H1	OR4F17	0.809524	17	21
OR6K3	CT45A8	0.809524	17	21
OR5J2	OR4F4	0.809524	17	21
OR5J2	OR4K14	0.809524	17	21
OR6F1	OR4K14	0.809524	17	21
OR6F1	FLG	0.809524	17	21
OR6C6	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR10C1	OR4F21	0.809524	17	21
OR10C1	OR4F16	0.809524	17	21
OR6C6	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR10C1	OR4F3	0.809524	17	21
OR10C1	OR4F29	0.809524	17	21
OR6F1	MUC12	0.809524	17	21
OR6P1	OR4F15	0.809524	17	21
OR2W1	OR4F21	0.809524	17	21
OR2W1	OR4F16	0.809524	17	21
OR6P1	OR4F29	0.809524	17	21
OR6F1	FAM90A1	0.809524	17	21
OR6F1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6F1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6F1	putative protein FAM90A15P	0.809524	17	21
OR6P1	OR4K3	0.809524	17	21
OR6P1	OR4K2	0.809524	17	21
OR2H1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2H1	FAM90A1	0.809524	17	21
OR2H1	FLG	0.809524	17	21
OR10C1	OR4K5	0.809524	17	21
OR6P1	OR4F5	0.809524	17	21
OR6P1	OR4K5	0.809524	17	21
OR6P1	OR4F17	0.809524	17	21
OR6P1	OR4L1	0.809524	17	21
OR5J2	OR4K17	0.809524	17	21
OR6P1	OR4K17	0.809524	17	21
OR6P1	OR4K13	0.809524	17	21
OR5J2	OR4L1	0.809524	17	21
OR10C1	OR4F5	0.809524	17	21
OR6P1	OR4K14	0.809524	17	21
OR6J1	OR4F29	0.809524	17	21
OR10C1	OR4F17	0.809524	17	21
OR2H1	OR4F21	0.809524	17	21
OR10C1	OR4L1	0.809524	17	21
OR11G2	OR4K1	0.809524	17	21
OR6P1	OR4F21	0.809524	17	21
OR10C1	NPIPB4	0.809524	17	21
OR10C1	NPIPB2	0.809524	17	21
OR6P1	OR4F16	0.809524	17	21
OR6P1	OR4F3	0.809524	17	21
OR8U9	FLG	0.809524	17	21
OR2W1	OR4F17	0.809524	17	21
OR2W1	OR4L1	0.809524	17	21
OR2W1	OR4K17	0.809524	17	21
OR6C70	OR4K17	0.809524	17	21
OR6C70	OR4L1	0.809524	17	21
OR6C70	OR4F17	0.809524	17	21
OR6C70	OR4K5	0.809524	17	21
OR8U9	FAM90A1	0.809524	17	21
OR2W1	OR4K13	0.809524	17	21
OR6M1	OR4K3	0.809524	17	21
OR6C6	CT45A2	0.809524	17	21
OR8U9	MUC12	0.809524	17	21
OR8U9	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6M1	OR4K2	0.809524	17	21
OR6M1	CT45A2	0.809524	17	21
OR6M1	OR4K1	0.809524	17	21
OR6M1	OR4K15	0.809524	17	21
OR6M1	OR4F4	0.809524	17	21
OR6M1	OR4F5	0.809524	17	21
OR6M1	OR4K5	0.809524	17	21
OR6C70	NPIPB2	0.809524	17	21
OR5AL1	OR4K17	0.809524	17	21
OR5AL1	OR4K13	0.809524	17	21
OR5AL1	OR4K14	0.809524	17	21
OR5AL1	OR4F4	0.809524	17	21
OR8U9	OR4L1	0.809524	17	21
OR8U9	OR4F17	0.809524	17	21
OR8U9	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR8U9	OR4K5	0.809524	17	21
OR8U9	OR4F5	0.809524	17	21
OR6M1	putative protein FAM90A15P	0.809524	17	21
OR6M1	OR4F17	0.809524	17	21
OR6M1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6M1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2W1	OR4K1	0.809524	17	21
OR8U9	OR4K1	0.809524	17	21
OR2W1	OR4F5	0.809524	17	21
OR2W1	OR4K5	0.809524	17	21
OR6C70	OR4K13	0.809524	17	21
OR6C6	CT45A9	0.809524	17	21
OR6C6	CT45A7	0.809524	17	21
OR6C70	MUC12	0.809524	17	21
OR6C70	OR4K2	0.809524	17	21
OR2W1	FAM90A1	0.809524	17	21
OR2W1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C70	putative protein FAM90A15P	0.809524	17	21
OR6C70	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C70	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C70	FAM90A1	0.809524	17	21
OR2W1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C70	FLG	0.809524	17	21
OR2W1	putative protein FAM90A15P	0.809524	17	21
OR6C70	OR4K15	0.809524	17	21
OR6M1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6M1	FAM90A1	0.809524	17	21
OR6M1	FLG	0.809524	17	21
OR2W1	MUC12	0.809524	17	21
OR6M1	MUC12	0.809524	17	21
OR6C70	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR8U9	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR8U9	putative protein FAM90A15P	0.809524	17	21
OR6C70	NPIPB4	0.809524	17	21
OR2W1	OR4K14	0.809524	17	21
OR6M1	OR4K14	0.809524	17	21
OR6C70	OR4F5	0.809524	17	21
OR6M1	OR4K13	0.809524	17	21
OR6M1	OR4L1	0.809524	17	21
OR6M1	OR4K17	0.809524	17	21
OR6M1	NPIPB4	0.809524	17	21
OR6M1	NPIPB2	0.809524	17	21
OR8U9	NPIPB4	0.809524	17	21
OR8U9	NPIPB2	0.809524	17	21
OR6M1	CT45A5	0.809524	17	21
OR5AL1	OR4L1	0.809524	17	21
OR6M1	CT45A1	0.809524	17	21
OR6M1	CT45A3	0.809524	17	21
OR6M1	CT45A6	0.809524	17	21
OR6M1	OR4F21	0.809524	17	21
OR6M1	OR4F16	0.809524	17	21
OR6M1	OR4F3	0.809524	17	21
OR6M1	OR4F29	0.809524	17	21
OR6M1	OR4F15	0.809524	17	21
OR2W1	OR4F4	0.809524	17	21
OR2J2	OR4L1	0.809524	17	21
OR6J1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6C6	CT45A8	0.809524	17	21
OR10C1	FLG	0.809524	17	21
OR8U9	OR4K15	0.809524	17	21
OR2J2	OR4K13	0.809524	17	21
OR2J2	OR4K17	0.809524	17	21
OR6P1	OR4F4	0.809524	17	21
OR6P1	OR4K1	0.809524	17	21
OR6C6	OR4K1	0.809524	17	21
OR6C6	OR4F4	0.809524	17	21
OR6C6	CT45A6	0.809524	17	21
OR2J2	OR4F17	0.809524	17	21
OR2C3	MUC12	0.809524	17	21
OR6C70	OR4K3	0.809524	17	21
OR5AL1	OR4K15	0.809524	17	21
OR5AL1	OR4F5	0.809524	17	21
OR2C3	FLG	0.809524	17	21
OR8U9	OR4K2	0.809524	17	21
OR5AL1	OR4K5	0.809524	17	21
OR6C70	OR4F15	0.809524	17	21
OR6C6	CT45A5	0.809524	17	21
OR2W1	CT45A3	0.809524	17	21
OR6J1	OR4F3	0.809524	17	21
OR5AL1	CT45A8	0.809524	17	21
OR6J1	OR4F16	0.809524	17	21
OR10C1	putative protein FAM90A15P	0.809524	17	21
OR6J1	OR4F21	0.809524	17	21
OR10C1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5AL1	CT45A6	0.809524	17	21
OR10C1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR10C1	FAM90A1	0.809524	17	21
OR6C70	OR4F29	0.809524	17	21
OR5AL1	CT45A3	0.809524	17	21
OR5AL1	CT45A1	0.809524	17	21
OR6C6	OR4F17	0.809524	17	21
OR6C6	OR4L1	0.809524	17	21
OR6J1	NPIPB2	0.809524	17	21
OR2J2	OR4K14	0.809524	17	21
OR6C6	CT45A1	0.809524	17	21
OR6J1	NPIPB4	0.809524	17	21
OR6C6	CT45A3	0.809524	17	21
OR2W1	CT45A1	0.809524	17	21
OR8U9	OR4F16	0.809524	17	21
OR10C1	MUC12	0.809524	17	21
OR6M1	CT45A8	0.809524	17	21
OR10C1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR8U9	OR4F21	0.809524	17	21
OR6M1	CT45A9	0.809524	17	21
OR6M1	CT45A7	0.809524	17	21
OR6C70	OR4F21	0.809524	17	21
OR8U9	OR4F4	0.809524	17	21
OR5AL1	MUC12	0.809524	17	21
OR8U9	OR4F3	0.809524	17	21
OR8U9	OR4K14	0.809524	17	21
OR8U9	OR4K13	0.809524	17	21
OR5AL1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR5AL1	NPIPB4	0.809524	17	21
OR5AL1	NPIPB2	0.809524	17	21
OR6P1	CT45A1	0.809524	17	21
OR6P1	CT45A5	0.809524	17	21
OR8U9	OR4K17	0.809524	17	21
OR5AL1	OR4F17	0.809524	17	21
OR5AL1	OR4K3	0.809524	17	21
OR6C70	OR4F3	0.809524	17	21
OR5AL1	OR4F21	0.809524	17	21
OR5AL1	OR4F16	0.809524	17	21
OR2C3	FAM90A1	0.809524	17	21
OR2C3	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2C3	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR2C3	putative protein FAM90A15P	0.809524	17	21
OR5AL1	OR4F3	0.809524	17	21
OR5AL1	OR4F29	0.809524	17	21
OR5AL1	OR4F15	0.809524	17	21
OR2W1	FLG	0.809524	17	21
OR5AL1	OR4K2	0.809524	17	21
OR5AL1	OR4K1	0.809524	17	21
OR5AL1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR5AL1	FAM90A1	0.809524	17	21
OR8U9	OR4K3	0.809524	17	21
OR5AL1	FLG	0.809524	17	21
OR6C70	OR4F16	0.809524	17	21
OR8U9	OR4F15	0.809524	17	21
OR8U9	OR4F29	0.809524	17	21
OR6K2	OR4F15	0.809524	17	21
OR6K2	OR4F21	0.809524	17	21
OR2AP1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2AP1	MUC12	0.809524	17	21
OR2AP1	FLG	0.809524	17	21
putative olfactory receptor 8G2	CT45A5	0.809524	17	21
OR6K2	OR4F16	0.809524	17	21
OR6K2	OR4F3	0.809524	17	21
OR6K2	OR4F29	0.809524	17	21
OR6C2	OR4K3	0.809524	17	21
OR2AP1	OR4F5	0.809524	17	21
OR2AP1	OR4K15	0.809524	17	21
OR6K2	CT45A2	0.809524	17	21
OR6K2	CT45A7	0.809524	17	21
OR6K2	CT45A9	0.809524	17	21
OR6K2	CT45A8	0.809524	17	21
OR6K2	OR4K13	0.809524	17	21
OR6K2	OR4K14	0.809524	17	21
OR6C2	OR4F5	0.809524	17	21
OR6C2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6C2	MUC12	0.809524	17	21
OR6C2	OR4F17	0.809524	17	21
OR6K2	OR4K3	0.809524	17	21
OR6K2	OR4K2	0.809524	17	21
OR6K2	OR4K15	0.809524	17	21
OR6K2	OR4F5	0.809524	17	21
OR6C2	OR4K5	0.809524	17	21
OR6K2	OR4F4	0.809524	17	21
OR6K2	OR4K5	0.809524	17	21
OR6C2	OR4K15	0.809524	17	21
OR6K2	OR4F17	0.809524	17	21
OR6K2	OR4L1	0.809524	17	21
OR6K2	OR4K17	0.809524	17	21
OR6C2	OR4K2	0.809524	17	21
OR2AP1	NPIPB4	0.809524	17	21
OR6K2	NPIPB2	0.809524	17	21
OR6C3	OR4K5	0.809524	17	21
OR6C3	OR4K13	0.809524	17	21
OR6C3	OR4K17	0.809524	17	21
OR6C3	OR4L1	0.809524	17	21
OR6C3	OR4F17	0.809524	17	21
OR6K2	CT45A6	0.809524	17	21
OR6K2	CT45A3	0.809524	17	21
OR6K2	CT45A1	0.809524	17	21
OR6K2	CT45A5	0.809524	17	21
OR6C3	OR4K14	0.809524	17	21
OR6C3	OR4F5	0.809524	17	21
OR6C3	FLG	0.809524	17	21
OR6C3	FAM90A1	0.809524	17	21
OR6C3	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C3	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C3	putative protein FAM90A15P	0.809524	17	21
OR6C3	OR4K1	0.809524	17	21
OR6C2	CT45A1	0.809524	17	21
OR6C2	OR4F29	0.809524	17	21
OR2AP1	OR4K2	0.809524	17	21
OR2AP1	OR4K3	0.809524	17	21
OR2AP1	OR4F15	0.809524	17	21
OR2AP1	OR4F29	0.809524	17	21
OR2AP1	OR4F3	0.809524	17	21
OR6K2	OR4K1	0.809524	17	21
OR2AP1	OR4F16	0.809524	17	21
OR6C2	OR4F15	0.809524	17	21
OR6C2	NPIPB4	0.809524	17	21
OR6C70	CT45A1	0.809524	17	21
OR6C70	CT45A5	0.809524	17	21
OR2B2	CT45A2	0.809524	17	21
OR2B2	CT45A7	0.809524	17	21
OR2B2	CT45A9	0.809524	17	21
OR6C2	OR4L1	0.809524	17	21
OR6C3	OR4F4	0.809524	17	21
OR2B2	OR4F5	0.809524	17	21
OR2B2	OR4K2	0.809524	17	21
OR2B2	OR4K15	0.809524	17	21
OR6B1	OR4K17	0.809524	17	21
OR6B1	OR4K13	0.809524	17	21
OR6B1	OR4K14	0.809524	17	21
OR6B1	OR4F4	0.809524	17	21
OR6B1	OR4K1	0.809524	17	21
OR2AP1	putative protein FAM90A15P	0.809524	17	21
OR2B2	OR4K3	0.809524	17	21
OR2B2	OR4K5	0.809524	17	21
OR2B2	OR4F17	0.809524	17	21
OR2B2	OR4L1	0.809524	17	21
OR2B2	OR4K17	0.809524	17	21
OR2B2	CT45A6	0.809524	17	21
OR2B2	CT45A3	0.809524	17	21
OR2B2	CT45A1	0.809524	17	21
OR2B2	CT45A5	0.809524	17	21
OR6B1	CT45A2	0.809524	17	21
OR2AP1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2J2	MUC12	0.809524	17	21
OR6B1	CT45A5	0.809524	17	21
OR2J2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2AP1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR2B2	OR4K13	0.809524	17	21
OR2B2	OR4K14	0.809524	17	21
OR2B2	OR4F4	0.809524	17	21
OR2B2	OR4F16	0.809524	17	21
OR6B1	CT45A7	0.809524	17	21
OR6B1	CT45A9	0.809524	17	21
OR6B1	CT45A8	0.809524	17	21
OR6B1	CT45A6	0.809524	17	21
OR6B1	CT45A3	0.809524	17	21
OR6B1	CT45A1	0.809524	17	21
OR2B2	OR4K1	0.809524	17	21
OR6K2	putative protein FAM90A15P	0.809524	17	21
putative olfactory receptor 8G2	CT45A2	0.809524	17	21
OR2AP1	OR4F21	0.809524	17	21
OR2AP1	NPIPB2	0.809524	17	21
OR6K2	FAM90A1	0.809524	17	21
OR6K2	FLG	0.809524	17	21
OR6K2	MUC12	0.809524	17	21
OR6K2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6K2	NPIPB4	0.809524	17	21
putative olfactory receptor 8G2	CT45A7	0.809524	17	21
OR6K2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C75	CT45A5	0.809524	17	21
OR6C75	CT45A1	0.809524	17	21
OR6C2	OR4F3	0.809524	17	21
OR6C2	OR4F16	0.809524	17	21
OR6C2	OR4F21	0.809524	17	21
OR6C70	CT45A3	0.809524	17	21
OR6C2	NPIPB2	0.809524	17	21
putative olfactory receptor 8G2	CT45A6	0.809524	17	21
OR2B2	OR4F3	0.809524	17	21
OR2B2	OR4F29	0.809524	17	21
OR2B2	OR4F15	0.809524	17	21
putative olfactory receptor 8G2	CT45A1	0.809524	17	21
putative olfactory receptor 8G2	CT45A3	0.809524	17	21
OR6C70	CT45A6	0.809524	17	21
OR6C2	FLG	0.809524	17	21
OR6C2	OR4K1	0.809524	17	21
OR6C2	CT45A3	0.809524	17	21
OR6C2	OR4F4	0.809524	17	21
OR6C2	OR4K14	0.809524	17	21
OR6K2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C2	OR4K13	0.809524	17	21
OR6C2	OR4K17	0.809524	17	21
putative olfactory receptor 8G2	CT45A8	0.809524	17	21
putative olfactory receptor 8G2	CT45A9	0.809524	17	21
ANKRD34A	MTRES1	0.809524	19	19
OR6C3	CT45A9	0.809524	17	21
OR6C3	CT45A7	0.809524	17	21
OR6C3	CT45A2	0.809524	17	21
OR2B2	OR4F21	0.809524	17	21
ANKRD34B	MTRES1	0.809524	19	19
ANKRD34B	uncharacterized protein C6orf203 isoform X1	0.809524	19	19
ANKRD34B	VMAC	0.809524	19	19
OR2B2	CT45A8	0.809524	17	21
OR6C3	CT45A8	0.809524	17	21
ANKRD34A	uncharacterized protein C6orf203 isoform X1	0.809524	19	19
OR6C3	CT45A5	0.809524	17	21
OR6C3	CT45A1	0.809524	17	21
ANKRD34A	VMAC	0.809524	19	19
OR6C3	CT45A3	0.809524	17	21
ANKRD34C	MTRES1	0.809524	19	19
ANKRD34C	uncharacterized protein C6orf203 isoform X1	0.809524	19	19
ANKRD34C	VMAC	0.809524	19	19
OR2B2	NPIPB4	0.809524	17	21
OR6C3	OR4F29	0.809524	17	21
OR6C3	OR4F3	0.809524	17	21
OR6C3	OR4F16	0.809524	17	21
OR6N2	CT45A3	0.809524	17	21
OR6N2	CT45A1	0.809524	17	21
OR6N2	CT45A5	0.809524	17	21
OR6C3	OR4F21	0.809524	17	21
OR2B2	NPIPB2	0.809524	17	21
OR6C75	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2B2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2B2	MUC12	0.809524	17	21
OR2B2	FLG	0.809524	17	21
OR2B2	FAM90A1	0.809524	17	21
OR2B2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2B2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C3	CT45A6	0.809524	17	21
OR5B21	OR4K14	0.809524	17	21
OR5B21	FLG	0.809524	17	21
OR2B2	putative protein FAM90A15P	0.809524	17	21
OR5B21	OR4F5	0.809524	17	21
OR5B21	OR4K5	0.809524	17	21
OR5B21	OR4F17	0.809524	17	21
OR5B21	OR4L1	0.809524	17	21
OR5B21	OR4K17	0.809524	17	21
OR5B21	OR4K13	0.809524	17	21
OR5B21	FAM90A1	0.809524	17	21
OR5B21	OR4F4	0.809524	17	21
OR5B21	OR4K15	0.809524	17	21
OR8B4	OR4K15	0.809524	17	21
OR5B21	OR4F29	0.809524	17	21
OR5B21	OR4F15	0.809524	17	21
OR5B21	OR4K3	0.809524	17	21
OR5B21	OR4K2	0.809524	17	21
OR2H2	CT45A2	0.809524	17	21
OR6C75	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5B21	MUC12	0.809524	17	21
OR6C75	MUC12	0.809524	17	21
OR5B21	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR5B21	NPIPB4	0.809524	17	21
OR5B21	NPIPB2	0.809524	17	21
OR6C75	FLG	0.809524	17	21
OR6C75	FAM90A1	0.809524	17	21
OR6C75	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C3	OR4F15	0.809524	17	21
OR5B21	OR4F21	0.809524	17	21
OR5B21	OR4F16	0.809524	17	21
OR5B21	OR4F3	0.809524	17	21
OR6C75	putative protein FAM90A15P	0.809524	17	21
OR5B21	putative protein FAM90A15P	0.809524	17	21
OR5B21	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5B21	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C75	NPIPB4	0.809524	17	21
OR6C2	CT45A5	0.809524	17	21
OR6C75	OR4F15	0.809524	17	21
OR6C75	OR4F29	0.809524	17	21
OR6C75	OR4F3	0.809524	17	21
OR6C75	OR4F16	0.809524	17	21
OR6C75	OR4F21	0.809524	17	21
OR6N2	OR4F5	0.809524	17	21
OR6C75	NPIPB2	0.809524	17	21
OR6C75	CT45A2	0.809524	17	21
OR6C75	OR4K17	0.809524	17	21
OR6C75	OR4L1	0.809524	17	21
OR6N2	OR4K5	0.809524	17	21
OR6N2	OR4F17	0.809524	17	21
OR6N2	OR4L1	0.809524	17	21
OR6N2	OR4K17	0.809524	17	21
OR6N2	OR4K13	0.809524	17	21
OR6N2	OR4K14	0.809524	17	21
OR6C2	CT45A7	0.809524	17	21
OR6C2	CT45A6	0.809524	17	21
OR6C2	CT45A8	0.809524	17	21
OR6N2	putative protein FAM90A15P	0.809524	17	21
OR6N2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6N2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6N2	FAM90A1	0.809524	17	21
